Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Point Location,Assessment Class % 1,Assessment Class % 2,Assessment Class % 3,Assessment Class 1,Assessment Class 2,Assessment Class 3
1188333,,14816,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,244000,53.480208875987955,-113.5784413478429,POINT (-113.5784413478429 53.480208875987955),100,,,RESIDENTIAL,,
1216928,,16418,87 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,360000,53.51987057926585,-113.60631362276118,POINT (-113.60631362276118 53.51987057926585),100,,,RESIDENTIAL,,
1125350,,15001,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,391000,53.516684361914635,-113.5795855952765,POINT (-113.5795855952765 53.516684361914635),100,,,RESIDENTIAL,,
1077122,,1751,121 AVENUE NE,N,2160,CLOVER BAR AREA,Dene Ward,44500,53.57285108108656,-113.31900910647771,POINT (-113.31900910647771 53.57285108108656),100,,,COMMERCIAL,,
1260090,,9031,153 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,360500,53.52401773466172,-113.58457259524,POINT (-113.58457259524 53.52401773466172),100,,,RESIDENTIAL,,
1334226,,9528,169 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,328500,53.53284265465109,-113.61423608218504,POINT (-113.61423608218504 53.53284265465109),100,,,RESIDENTIAL,,
1093483,,517,HEGLER CRESCENT NW,Y,5230,HENDERSON ESTATES,pihêsiwin Ward,593500,53.46545669395805,-113.59987846274191,POINT (-113.59987846274191 53.46545669395805),100,,,RESIDENTIAL,,
1283522,,7407,186 STREET NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,334500,53.508240476975885,-113.64447842643455,POINT (-113.64447842643455 53.508240476975885),100,,,RESIDENTIAL,,
1289305,301,17103,64 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,113000,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1224906,,2024,108 STREET NW,Y,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,408500,53.45190287076425,-113.50613940094526,POINT (-113.50613940094526 53.45190287076425),100,,,RESIDENTIAL,,
1040435,,5306,20 AVENUE NW,Y,6460,MEYOKUMIN,Karhiio Ward,311000,53.45124085261673,-113.4235574113267,POINT (-113.4235574113267 53.45124085261673),100,,,RESIDENTIAL,,
1196195,,15616,83A STREET NW,N,2050,BELLE RIVE,tastawiyiniwak Ward,299000,53.6171385628594,-113.47022642842283,POINT (-113.47022642842283 53.6171385628594),100,,,RESIDENTIAL,,
1254861,,16,HUNTINGTON HILL NW,N,5170,EMPIRE PARK,papastew Ward,143000,53.48548453282371,-113.49769898515218,POINT (-113.49769898515218 53.48548453282371),100,,,RESIDENTIAL,,
1235480,2007,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,194000,53.52349868842615,-113.4938707529589,POINT (-113.4938707529589 53.52349868842615),100,,,RESIDENTIAL,,
1056647,,13,KINISKI CRESCENT NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,327500,53.47826854863325,-113.39985728071967,POINT (-113.39985728071967 53.47826854863325),100,,,RESIDENTIAL,,
1084425,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1016203,,47,WOLF CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,927500,53.50612039244608,-113.59760328558423,POINT (-113.59760328558423 53.50612039244608),100,,,RESIDENTIAL,,
1081892,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1180348,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1025576,,10522,84 AVENUE NW,N,5480,STRATHCONA,papastew Ward,257500,53.52029578345184,-113.50142370461174,POINT (-113.50142370461174 53.52029578345184),100,,,RESIDENTIAL,,
1320480,,9715,161 STREET NW,N,4180,GLENWOOD,Nakota Isga Ward,229000,53.53521532656201,-113.59860564559655,POINT (-113.59860564559655 53.53521532656201),100,,,RESIDENTIAL,,
1180553,,,,N,5480,STRATHCONA,papastew Ward,7000,53.5241732479624,-113.4926579174034,POINT (-113.4926579174034 53.5241732479624),100,,,RESIDENTIAL,,
1096684,,17923,91A STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,289000,53.6420695974381,-113.47821643030107,POINT (-113.47821643030107 53.6420695974381),100,,,RESIDENTIAL,,
1180926,,18912,78 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,322500,53.51131716802688,-113.64930383158378,POINT (-113.64930383158378 53.51131716802688),100,,,RESIDENTIAL,,
1112150,,7313,155 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,554000,53.50598689194471,-113.5886977327687,POINT (-113.5886977327687 53.50598689194471),100,,,RESIDENTIAL,,
1292028,304,17119,63 AVENUE NW,N,4080,CALLINGWOOD SOUTH,sipiwiyiniwak Ward,89500,53.498984120984986,-113.61930247333459,POINT (-113.61930247333459 53.498984120984986),100,,,RESIDENTIAL,,
1243377,,12113,103 STREET NW,Y,1250,WESTWOOD,O-day'min Ward,233500,53.575617637581004,-113.49686507822545,POINT (-113.49686507822545 53.575617637581004),100,,,RESIDENTIAL,,
1168327,,7209,180 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,174500,53.506068779246334,-113.63253922789065,POINT (-113.63253922789065 53.506068779246334),100,,,RESIDENTIAL,,
1305234,8,4610,17 AVENUE NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,169000,53.44696806807368,-113.4082223839857,POINT (-113.4082223839857 53.44696806807368),100,,,RESIDENTIAL,,
1294602,49,14620,26 STREET NW,N,2280,FRASER,Dene Ward,152500,53.61091518216906,-113.38007816065196,POINT (-113.38007816065196 53.61091518216906),100,,,RESIDENTIAL,,
1009000,,8604,152B AVENUE NW,Y,2260,EVANSDALE,tastawiyiniwak Ward,471500,53.614696497969085,-113.47381625086574,POINT (-113.47381625086574 53.614696497969085),100,,,RESIDENTIAL,,
1068956,,6920,2 AVENUE SW,Y,6211,ELLERSLIE,Karhiio Ward,797500,53.43159314034627,-113.44636001041329,POINT (-113.44636001041329 53.43159314034627),100,,,RESIDENTIAL,,
1123405,,15211,85 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,351000,53.517503638028394,-113.58326484273248,POINT (-113.58326484273248 53.517503638028394),100,,,RESIDENTIAL,,
1137926,,15208,79A AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,376500,53.513512265438706,-113.5844874406913,POINT (-113.5844874406913 53.513512265438706),100,,,RESIDENTIAL,,
1041995,,,,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,5500,53.48391462034924,-113.57703133208653,POINT (-113.57703133208653 53.48391462034924),100,,,RESIDENTIAL,,
1021724,,115,WOLF WILLOW CRESCENT NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,607000,53.502805130919405,-113.59750186083801,POINT (-113.59750186083801 53.502805130919405),100,,,RESIDENTIAL,,
1174853,,8114,189A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,459000,53.51516359471278,-113.6502855466508,POINT (-113.6502855466508 53.51516359471278),100,,,RESIDENTIAL,,
1064914,,7918,111 STREET NW,N,5200,GARNEAU,papastew Ward,313000,53.51584446927477,-113.51864046956135,POINT (-113.51864046956135 53.51584446927477),100,,,RESIDENTIAL,,
1303619,,432,WANYANDI ROAD NW,Y,4360,OLESKIW,sipiwiyiniwak Ward,544500,53.5009322118015,-113.61096685841844,POINT (-113.61096685841844 53.5009322118015),100,,,RESIDENTIAL,,
1006246,208,10138,116 STREET NW,N,1150,OLIVER,O-day'min Ward,90000,53.54195417542538,-113.52182973833129,POINT (-113.52182973833129 53.54195417542538),100,,,RESIDENTIAL,,
1176015,,16514,85 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,328500,53.51883133996022,-113.6082325250264,POINT (-113.6082325250264 53.51883133996022),100,,,RESIDENTIAL,,
1089747,,7807,162 STREET NW,Y,4390,PATRICIA HEIGHTS,sipiwiyiniwak Ward,400000,53.51071258914972,-113.60096378219056,POINT (-113.60096378219056 53.51071258914972),100,,,RESIDENTIAL,,
1316959,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1174952,,18927,81A AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,389000,53.51413485844276,-113.65048700254792,POINT (-113.65048700254792 53.51413485844276),100,,,RESIDENTIAL,,
1086339,704,12141,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,125000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1243401,,17322,94A AVENUE NW,N,4520,SUMMERLEA,sipiwiyiniwak Ward,307500,53.530377491406334,-113.62206355334544,POINT (-113.62206355334544 53.530377491406334),100,,,RESIDENTIAL,,
1168343,,7207,180 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,183500,53.506068779246334,-113.63253922789065,POINT (-113.63253922789065 53.506068779246334),100,,,RESIDENTIAL,,
1043520,306,10045,117 STREET NW,N,1150,OLIVER,O-day'min Ward,147000,53.540051481661735,-113.52261283073618,POINT (-113.52261283073618 53.540051481661735),100,,,RESIDENTIAL,,
1173780,,18735,80 AVENUE NW,Y,4020,ALDERGROVE,Nakota Isga Ward,410500,53.51293288020819,-113.64551414383826,POINT (-113.64551414383826 53.51293288020819),100,,,RESIDENTIAL,,
1190917,,17538,92 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,554500,53.63855971573636,-113.48170177769659,POINT (-113.48170177769659 53.63855971573636),100,,,RESIDENTIAL,,
1030097,,6129,38 AVENUE NW,N,6300,HILLVIEW,Karhiio Ward,173500,53.47352139898239,-113.43126694281989,POINT (-113.43126694281989 53.47352139898239),100,,,RESIDENTIAL,,
1017870,,44,WILLOW WAY NW,Y,4610,WESTRIDGE,sipiwiyiniwak Ward,569000,53.50440116783238,-113.601576476138,POINT (-113.601576476138 53.50440116783238),100,,,RESIDENTIAL,,
1141415,,15704,84 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,401500,53.51739082967873,-113.59221258052399,POINT (-113.59221258052399 53.51739082967873),100,,,RESIDENTIAL,,
1142892,,7007,189 STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,303500,53.50402976685705,-113.64954134754768,POINT (-113.64954134754768 53.50402976685705),100,,,RESIDENTIAL,,
1160688,,16004,79A AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,328000,53.51314993767094,-113.59884008519118,POINT (-113.59884008519118 53.51314993767094),100,,,RESIDENTIAL,,
1017656,,1016,106 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,405000,53.44036906689616,-113.49874585772268,POINT (-113.49874585772268 53.44036906689616),100,,,RESIDENTIAL,,
1036615,,18004,94 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,400500,53.64212383056973,-113.48758004803783,POINT (-113.48758004803783 53.64212383056973),100,,,RESIDENTIAL,,
1036722,,9348,180A AVENUE NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,354500,53.643148147162265,-113.48670597639897,POINT (-113.48670597639897 53.643148147162265),100,,,RESIDENTIAL,,
1103936,,7613,153 STREET NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,478500,53.50968720974734,-113.58419578941518,POINT (-113.58419578941518 53.50968720974734),100,,,RESIDENTIAL,,
1061860,,2212,114 STREET NW,N,5460,SKYRATTLER,Ipiihkoohkanipiaohtsi Ward,243500,53.45318821847791,-113.52360360150372,POINT (-113.52360360150372 53.45318821847791),100,,,RESIDENTIAL,,
1045228,,758,SADDLEBACK ROAD NW,N,5060,BLUE QUILL,Ipiihkoohkanipiaohtsi Ward,203500,53.45479607423237,-113.5266530899039,POINT (-113.5266530899039 53.45479607423237),100,,,RESIDENTIAL,,
1056720,,4108,38 STREET NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,297500,53.47705981688063,-113.39981550817981,POINT (-113.39981550817981 53.47705981688063),100,,,RESIDENTIAL,,
1234335,1002,10149,SASKATCHEWAN DRIVE NW,N,5480,STRATHCONA,papastew Ward,165500,53.52349868842615,-113.4938707529589,POINT (-113.4938707529589 53.52349868842615),100,,,RESIDENTIAL,,
1060623,,18008,96 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,194500,53.53067073274137,-113.63578507800712,POINT (-113.63578507800712 53.53067073274137),100,,,RESIDENTIAL,,
1189729,,8839,161 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,376500,53.52418068220677,-113.59832589021268,POINT (-113.59832589021268 53.52418068220677),100,,,RESIDENTIAL,,
1317551,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540144793026066,-113.52725484458843,POINT (-113.52725484458843 53.540144793026066),100,,,RESIDENTIAL,,
1130269,,18814,74 AVENUE NW,N,4270,LYMBURN,sipiwiyiniwak Ward,291500,53.509077846373735,-113.64991588319795,POINT (-113.64991588319795 53.509077846373735),100,,,RESIDENTIAL,,
1241561,,16709,94 AVENUE NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,330500,53.53044829180858,-113.61153373292086,POINT (-113.61153373292086 53.53044829180858),100,,,RESIDENTIAL,,
1206176,19,1820,56 STREET NW,N,6460,MEYOKUMIN,Karhiio Ward,178000,53.448883230908606,-113.42620358140772,POINT (-113.42620358140772 53.448883230908606),100,,,RESIDENTIAL,,
1048362,,7263,152C AVENUE NW,Y,2410,KILKENNY,tastawiyiniwak Ward,391500,53.61503925181435,-113.4523832195763,POINT (-113.4523832195763 53.61503925181435),100,,,RESIDENTIAL,,
1128685,,15218,83 AVENUE NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,382500,53.516310870859414,-113.58355707552441,POINT (-113.58355707552441 53.516310870859414),100,,,RESIDENTIAL,,
1196435,,15720,84 STREET NW,Y,2050,BELLE RIVE,tastawiyiniwak Ward,282500,53.61838832558094,-113.47091208040102,POINT (-113.47091208040102 53.61838832558094),100,,,RESIDENTIAL,,
1013515,,1055,105 STREET NW,Y,5030,BEARSPAW,Ipiihkoohkanipiaohtsi Ward,496000,53.44176879945733,-113.49760608569503,POINT (-113.49760608569503 53.44176879945733),100,,,RESIDENTIAL,,
1055433,,4111,41 AVENUE NW,Y,6370,KINISKI GARDENS,Sspomitapi Ward,320500,53.47682478059552,-113.40426370604432,POINT (-113.40426370604432 53.47682478059552),100,,,RESIDENTIAL,,
1081264,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1060763,,18036,96 AVENUE NW,N,4240,LA PERLE,Nakota Isga Ward,193500,53.53067073274137,-113.63578507800712,POINT (-113.63578507800712 53.53067073274137),100,,,RESIDENTIAL,,
1215441,5,1503,MILL WOODS ROAD EAST NW,N,6140,CRAWFORD PLAINS,Sspomitapi Ward,134500,53.44341912235957,-113.40261040440224,POINT (-113.40261040440224 53.44341912235957),100,,,RESIDENTIAL,,
1281260,114,1945,105 STREET NW,N,5250,KEHEEWIN,Ipiihkoohkanipiaohtsi Ward,76500,53.44909954229303,-113.49950518146967,POINT (-113.49950518146967 53.44909954229303),100,,,RESIDENTIAL,,
1131291,,19007,73 AVENUE NW,Y,4270,LYMBURN,sipiwiyiniwak Ward,373000,53.5068980997076,-113.65179943669965,POINT (-113.65179943669965 53.5068980997076),100,,,RESIDENTIAL,,
1209121,,7117,183A STREET NW,N,4270,LYMBURN,sipiwiyiniwak Ward,290500,53.5058113259663,-113.63813030512357,POINT (-113.63813030512357 53.5058113259663),100,,,RESIDENTIAL,,
1152529,,16201,84 AVENUE NW,Y,4140,ELMWOOD,sipiwiyiniwak Ward,309500,53.51749678877048,-113.60151523086189,POINT (-113.60151523086189 53.51749678877048),100,,,RESIDENTIAL,,
1037076,,17808,94 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,357000,53.64069513780563,-113.4863040016173,POINT (-113.4863040016173 53.64069513780563),100,,,RESIDENTIAL,,
1149053,,7912,158 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,321500,53.51349071882257,-113.59559325728388,POINT (-113.59559325728388 53.51349071882257),100,,,RESIDENTIAL,,
1247428,207,1624,48 STREET NW,N,6580,POLLARD MEADOWS,Sspomitapi Ward,66000,53.446066561734504,-113.41424184432313,POINT (-113.41424184432313 53.446066561734504),100,,,RESIDENTIAL,,
1005768,103,10829,117 STREET NW,N,1180,QUEEN MARY PARK,O-day'min Ward,68000,53.553790563142705,-113.52262016502677,POINT (-113.52262016502677 53.553790563142705),100,,,RESIDENTIAL,,
1037027,,17720,94 STREET NW,Y,2450,LAGO LINDO,tastawiyiniwak Ward,353500,53.64008873034831,-113.48630356255134,POINT (-113.48630356255134 53.64008873034831),100,,,RESIDENTIAL,,
1120898,,11840,184 STREET NW,N,4475,KINOKAMAU PLAINS AREA,Nakota Isga Ward,975500,53.5790750987065,-113.59801325690026,POINT (-113.59801325690026 53.5790750987065),100,,,COMMERCIAL,,
1044767,,14916,43 AVENUE NW,Y,5340,RAMSAY HEIGHTS,pihêsiwin Ward,215500,53.48023370488944,-113.57949971146672,POINT (-113.57949971146672 53.48023370488944),100,,,RESIDENTIAL,,
1033620,,18418,96 AVENUE NW,Y,4240,LA PERLE,Nakota Isga Ward,333500,53.53154053095011,-113.64098984541143,POINT (-113.64098984541143 53.53154053095011),100,,,RESIDENTIAL,,
1064807,207,11115,80 AVENUE NW,N,5200,GARNEAU,papastew Ward,275000,53.51584446927477,-113.51864046956135,POINT (-113.51864046956135 53.51584446927477),100,,,RESIDENTIAL,,
1174523,,8123,188A STREET NW,Y,4020,ALDERGROVE,Nakota Isga Ward,483000,53.51515695809007,-113.6484631380372,POINT (-113.6484631380372 53.51515695809007),100,,,RESIDENTIAL,,
1077866,,14570,33 STREET NE,Y,2160,CLOVER BAR AREA,Dene Ward,822500,53.6075092173864,-113.29725304116714,POINT (-113.29725304116714 53.6075092173864),84,15,1,RESIDENTIAL,RESIDENTIAL,FARMLAND
1286137,609,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,138000,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1358167,,9923,160 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,234000,53.53812410398872,-113.59684451998893,POINT (-113.59684451998893 53.53812410398872),100,,,RESIDENTIAL,,
1253277,,15531,92 AVENUE NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,316000,53.52643129299617,-113.58927108940965,POINT (-113.58927108940965 53.52643129299617),100,,,RESIDENTIAL,,
1235902,23,17409,95 STREET NW,N,2450,LAGO LINDO,tastawiyiniwak Ward,183500,53.63696952074368,-113.48700761232222,POINT (-113.48700761232222 53.63696952074368),100,,,RESIDENTIAL,,
1033919,,920,RICE ROAD NW,Y,5350,RHATIGAN RIDGE,pihêsiwin Ward,663000,53.47787712574221,-113.5878657008535,POINT (-113.5878657008535 53.47787712574221),100,,,RESIDENTIAL,,
1024736,,6536,184 STREET NW,N,4380,ORMSBY PLACE,sipiwiyiniwak Ward,148500,53.50027617582434,-113.6410512830344,POINT (-113.6410512830344 53.50027617582434),100,,,RESIDENTIAL,,
1285667,402,10145,121 STREET NW,N,1150,OLIVER,O-day'min Ward,102000,53.542161896253226,-113.53018329065722,POINT (-113.53018329065722 53.542161896253226),100,,,RESIDENTIAL,,
1103530,,24249,18 STREET NW,N,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,987500,53.70060957992834,-113.36267820386168,POINT (-113.36267820386168 53.70060957992834),51,44,4,COMMERCIAL,RESIDENTIAL,RESIDENTIAL
1189224,3A,10050,118 STREET NW,N,1150,OLIVER,O-day'min Ward,255500,53.54033965527479,-113.52550829517108,POINT (-113.52550829517108 53.54033965527479),100,,,RESIDENTIAL,,
1065804,,12969,113 STREET NW,N,3260,LAUDERDALE,Anirniq Ward,265500,53.58943414265387,-113.51464320193729,POINT (-113.51464320193729 53.58943414265387),100,,,RESIDENTIAL,,
1032408,305,8108,125 AVENUE NW,N,1130,ELMWOOD PARK,Métis Ward,50500,53.581656928701335,-113.4667683904087,POINT (-113.4667683904087 53.581656928701335),100,,,RESIDENTIAL,,
1069780,,12150,34 AVENUE SW,N,5464,HERITAGE VALLEY TOWN CENTRE,Ipiihkoohkanipiaohtsi Ward,9195000,53.403652992369274,-113.55026539430595,POINT (-113.55026539430595 53.403652992369274),54,45,1,COMMERCIAL,RESIDENTIAL,COMMERCIAL
1108018,,15418,75 AVENUE NW,Y,4430,RIO TERRACE,sipiwiyiniwak Ward,585500,53.50732644598073,-113.58769556621526,POINT (-113.58769556621526 53.50732644598073),100,,,RESIDENTIAL,,
1254606,,8901,155 STREET NW,Y,4230,JASPER PARK,sipiwiyiniwak Ward,862000,53.52143427085935,-113.58808391993807,POINT (-113.58808391993807 53.52143427085935),100,,,RESIDENTIAL,,
1176122,,16441,115 STREET NW,N,3180,DUNLUCE,Anirniq Ward,170000,53.625604811329936,-113.5219637567292,POINT (-113.5219637567292 53.625604811329936),100,,,RESIDENTIAL,,
1210798,302,9860,82 AVENUE NW,N,5480,STRATHCONA,papastew Ward,153500,53.51836772429064,-113.48499113064096,POINT (-113.48499113064096 53.51836772429064),100,,,RESIDENTIAL,,
1138254,,7921,154 STREET NW,Y,4280,LYNNWOOD,sipiwiyiniwak Ward,372000,53.51300791852061,-113.58722527456561,POINT (-113.58722527456561 53.51300791852061),100,,,RESIDENTIAL,,
1312297,,9731,163 STREET NW,Y,4180,GLENWOOD,Nakota Isga Ward,276500,53.5356322238333,-113.60220872309228,POINT (-113.60220872309228 53.5356322238333),100,,,RESIDENTIAL,,
1105113,,4150,195 AVENUE NW,Y,2681,EDMONTON ENERGY AND TECHNOLOGY PARK,Dene Ward,517500,53.6615013428382,-113.40430164101389,POINT (-113.40430164101389 53.6615013428382),98,2,,RESIDENTIAL,FARMLAND,
1248632,,9109,143 STREET NW,N,3330,PARKVIEW,sipiwiyiniwak Ward,233000,53.525226898645634,-113.56692341579736,POINT (-113.56692341579736 53.525226898645634),100,,,RESIDENTIAL,,
1088251,18,13833,30 STREET NW,N,2320,HAIRSINE,Dene Ward,158000,53.60190206576207,-113.38760910168453,POINT (-113.38760910168453 53.60190206576207),100,,,RESIDENTIAL,,
1157858,,5880,56 AVENUE NW,N,6640,ROPER INDUSTRIAL,Karhiio Ward,4604000,53.493249795966825,-113.42314279628421,POINT (-113.42314279628421 53.493249795966825),100,,,COMMERCIAL,,
1236249,,9218,168 STREET NW,Y,4590,WEST MEADOWLARK PARK,sipiwiyiniwak Ward,429500,53.52791698284532,-113.61250286136931,POINT (-113.61250286136931 53.52791698284532),100,,,RESIDENTIAL,,
1100130,,210,161 AVENUE NW,Y,2690,RURAL NORTH EAST SOUTH STURGEON,Dene Ward,546500,53.62384803153525,-113.34623072109791,POINT (-113.34623072109791 53.62384803153525),98,1,1,RESIDENTIAL,RESIDENTIAL,FARMLAND
1081678,,,,N,1150,OLIVER,O-day'min Ward,8000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1027853,22,3812,20 AVENUE NW,N,6150,DALY GROVE,Sspomitapi Ward,156000,53.451763204171534,-113.40079628987434,POINT (-113.40079628987434 53.451763204171534),100,,,RESIDENTIAL,,
1085083,702,12121,JASPER AVENUE NW,N,1150,OLIVER,O-day'min Ward,83000,53.540771906982826,-113.5321360279101,POINT (-113.5321360279101 53.540771906982826),100,,,RESIDENTIAL,,
1042332,,,,N,5340,RAMSAY HEIGHTS,pihêsiwin Ward,5500,53.48391462034924,-113.57703133208653,POINT (-113.57703133208653 53.48391462034924),100,,,RESIDENTIAL,,
1183193,,9001,157 STREET NW,Y,4310,MEADOWLARK PARK,sipiwiyiniwak Ward,325000,53.5248458864387,-113.59160793508296,POINT (-113.59160793508296 53.5248458864387),100,,,RESIDENTIAL,,
